"GLOBALEVENTID","SQLDATE","MonthYear","Year","FractionDate","Actor1Code","Actor1Name","Actor1CountryCode","Actor1KnownGroupCode","Actor1EthnicCode","Actor1Religion1Code","Actor1Religion2Code","Actor1Type1Code","Actor1Type2Code","Actor1Type3Code","Actor2Code","Actor2Name","Actor2CountryCode","Actor2KnownGroupCode","Actor2EthnicCode","Actor2Religion1Code","Actor2Religion2Code","Actor2Type1Code","Actor2Type2Code","Actor2Type3Code","IsRootEvent","EventCode","CAMEOCodeDescription","EventBaseCode","EventRootCode","QuadClass","GoldsteinScale","NumMentions","NumSources","NumArticles","AvgTone","Actor1Geo_Type","Actor1Geo_FullName","Actor1Geo_CountryCode","Actor1Geo_ADM1Code","Actor1Geo_ADM2Code","Actor1Geo_Lat","Actor1Geo_Long","Actor1Geo_FeatureID","Actor2Geo_Type","Actor2Geo_FullName","Actor2Geo_CountryCode","Actor2Geo_ADM1Code","Actor2Geo_ADM2Code","Actor2Geo_Lat","Actor2Geo_Long","Actor2Geo_FeatureID","ActionGeo_Type","ActionGeo_FullName","ActionGeo_CountryCode","ActionGeo_ADM1Code","ActionGeo_ADM2Code","ActionGeo_Lat","ActionGeo_Long","ActionGeo_FeatureID","DATEADDED","SOURCEURL"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719897579,20170105,201701,2017,2017.0137,"CHN","CHINA","CHN","","","","","","","","AUS","AUSTRALIA","AUS","","","","","","","",0,90," Investigate, not specified below",90,9,2,-2,4,1,4,-0.51948051948052,1,"China","CH","CH","",35,105,"CH",1,"Australia","AS","AS","",-25,135,"AS",1,"Australia","AS","AS","",-25,135,"AS",20180105001500,"https://macaudailytimes.com.mo/mh370-sub-equipped-ship-departs-south-africa-search-missing-plane.html"
719897580,20170105,201701,2017,2017.0137,"CHN","CHINA","CHN","","","","","","","","AUS","AUSTRALIA","AUS","","","","","","","",0,90," Investigate, not specified below",90,9,2,-2,1,1,1,-0.51948051948052,1,"Malaysia","MY","MY","",2.5,112.5,"MY",1,"China","CH","CH","",35,105,"CH",1,"Australia","AS","AS","",-25,135,"AS",20180105001500,"https://macaudailytimes.com.mo/mh370-sub-equipped-ship-departs-south-africa-search-missing-plane.html"
719898343,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","","","","","","","","","","",1,40," Consult, not specified below",40,4,1,1,2,1,2,-0.65789473684211,4,"Bayuquan, Liaoning, China","CH","CH19","13184",40.2722,122.117,"-1898370",0,"","","","",NA,NA,"",4,"Bayuquan, Liaoning, China","CH","CH19","13184",40.2722,122.117,"-1898370",20180105001500,"http://naija247news.com/2018/01/04/asian-coal-prices-hit-late-2016-high-amid-huge-shipping-congestion/"
719898344,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","","","","","","","","","","",0,40," Consult, not specified below",40,4,1,1,2,1,2,-0.6568144499179,1,"Mexico","MX","MX","",23,-102,"MX",0,"","","","",NA,NA,"",4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",20180105001500,"https://www.bloombergquint.com/global-economics/2018/01/04/trump-steps-up-efforts-to-check-china-influence-in-latin-america"
719898345,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","","","","","","","","","","",1,42," Make a visit",42,4,1,1.9,10,1,10,0.79155672823219,4,"Paris, France (general), France","FR","FR00","16282",48.8667,2.33333,"-1456928",0,"","","","",NA,NA,"",4,"Paris, France (general), France","FR","FR00","16282",48.8667,2.33333,"-1456928",20180105001500,"https://macaudailytimes.com.mo/diplomacy-macron-heading-china-strengthen-economic-ties.html"
719898346,20180105,201801,2018,2018.0137,"CHN","BEIJING","CHN","","","","","","","","","","","","","","","","","",0,43," Host a visit",43,4,1,2.8,10,1,10,0.79155672823219,4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",0,"","","","",NA,NA,"",4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",20180105001500,"https://macaudailytimes.com.mo/diplomacy-macron-heading-china-strengthen-economic-ties.html"
719898347,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","","","","","","","","","","",0,43," Host a visit",43,4,1,2.8,5,1,5,-3.10679611650485,1,"China","CH","CH","",35,105,"CH",0,"","","","",NA,NA,"",1,"China","CH","CH","",35,105,"CH",20180105001500,"https://www.cnbc.com/2018/01/04/cramer-the-us-china-trade-war-could-explode-in-2018.html"
719898348,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","","","","","","","","","","",1,46," Engage in negotiation",46,4,1,7,2,1,2,-2.39943542695837,4,"Pyongyang, P'yongyang-si, North Korea","KN","KN12","39681",39.0194,125.755,"-183459",0,"","","","",NA,NA,"",4,"Pyongyang, P'yongyang-si, North Korea","KN","KN12","39681",39.0194,125.755,"-183459",20180105001500,"https://kaplanherald.com/2018/01/03/how-2017s-forgotten-flashpoint-might-flare-once-more/"
719898349,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","","","","","","","","","","",1,46," Engage in negotiation",46,4,1,7,8,1,8,-2.39943542695837,4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",0,"","","","",NA,NA,"",4,"Pyongyang, P'yongyang-si, North Korea","KN","KN12","39681",39.0194,125.755,"-183459",20180105001500,"https://kaplanherald.com/2018/01/03/how-2017s-forgotten-flashpoint-might-flare-once-more/"
719898350,20180105,201801,2018,2018.0137,"CHN","CHINESE","CHN","","","","","","","","","","","","","","","","","",0,71," Provide economic aid",71,7,2,7.4,10,1,10,0.79155672823219,4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",0,"","","","",NA,NA,"",4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",20180105001500,"https://macaudailytimes.com.mo/diplomacy-macron-heading-china-strengthen-economic-ties.html"
719898351,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","CAN","CANADA","CAN","","","","","","","",1,42," Make a visit",42,4,1,1.9,4,2,4,1.85758513931889,4,"Niagara Falls, Ontario, Canada","CA","CA08","30536",43.1,-79.05,"-570141",4,"Niagara Falls, Ontario, Canada","CA","CA08","30536",43.1,-79.05,"-570141",4,"Niagara Falls, Ontario, Canada","CA","CA08","30536",43.1,-79.05,"-570141",20180105001500,"http://www.ingersolltimes.com/2018/01/04/cold-temperatures-have-turned-niagara-falls-into-a-winter-wonderland-drawing-more-people-than-ever-usually-visit-in-january"
719898352,20180105,201801,2018,2018.0137,"CHN","CHINESE","CHN","","","","","","","","CHNGOV","CHINA","CHN","","","","","GOV","","",1,40," Consult, not specified below",40,4,1,1,2,1,2,0.79155672823219,4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",20180105001500,"https://macaudailytimes.com.mo/diplomacy-macron-heading-china-strengthen-economic-ties.html"
719898353,20180105,201801,2018,2018.0137,"CHN","XIAN","CHN","","","","","","","","CHNGOV","XI JINPING","CHN","","","","","GOV","","",1,42," Make a visit",42,4,1,1.9,10,1,10,0.79155672823219,1,"North Korea","KN","KN","",40,127,"KN",4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",20180105001500,"https://macaudailytimes.com.mo/diplomacy-macron-heading-china-strengthen-economic-ties.html"
719898354,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","FRA","FRANCE","FRA","","","","","","","",0,36," Express intent to meet or negotiate",36,3,1,4,2,1,2,-2.56410256410256,4,"Paris, France (general), France","FR","FR00","16282",48.8667,2.33333,"-1456928",4,"Paris, France (general), France","FR","FR00","16282",48.8667,2.33333,"-1456928",4,"Paris, France (general), France","FR","FR00","16282",48.8667,2.33333,"-1456928",20180105001500,"https://www.dailysabah.com/columns/saadet-oruc/2018/01/05/erdogans-visit-to-paris-heralds-recovery-of-turkish-european-ties"
719898355,20180105,201801,2018,2018.0137,"CHN","CHINESE","CHN","","","","","","","","FRA","FRENCH","FRA","","","","","","","",0,36," Express intent to meet or negotiate",36,3,1,4,4,1,4,0.79155672823219,4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",4,"Paris, France (general), France","FR","FR00","16282",48.8667,2.33333,"-1456928",4,"Paris, France (general), France","FR","FR00","16282",48.8667,2.33333,"-1456928",20180105001500,"https://macaudailytimes.com.mo/diplomacy-macron-heading-china-strengthen-economic-ties.html"
719898356,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","FRA","PARIS","FRA","","","","","","","",0,36," Express intent to meet or negotiate",36,3,1,4,5,1,5,-2.56410256410256,1,"China","CH","CH","",35,105,"CH",4,"Paris, France (general), France","FR","FR00","16282",48.8667,2.33333,"-1456928",1,"China","CH","CH","",35,105,"CH",20180105001500,"https://www.dailysabah.com/columns/saadet-oruc/2018/01/05/erdogans-visit-to-paris-heralds-recovery-of-turkish-european-ties"
719898357,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","GOV","PRESIDENT","","","","","","GOV","","",0,20," Appeal, not specified below",20,2,1,3,6,1,6,-2.39943542695837,4,"South China Sea, Brunei (general), Brunei","BX","BX00","",15,115,"-1337919",4,"South China Sea, Brunei (general), Brunei","BX","BX00","",15,115,"-1337919",4,"South China Sea, Brunei (general), Brunei","BX","BX00","",15,115,"-1337919",20180105001500,"https://kaplanherald.com/2018/01/03/how-2017s-forgotten-flashpoint-might-flare-once-more/"
719898358,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","GOV","COMMERCE DEPARTMENT","","","","","","GOV","","",1,20," Appeal, not specified below",20,2,1,3,4,1,4,-3.10679611650485,1,"China","CH","CH","",35,105,"CH",1,"China","CH","CH","",35,105,"CH",1,"China","CH","CH","",35,105,"CH",20180105001500,"https://www.cnbc.com/2018/01/04/cramer-the-us-china-trade-war-could-explode-in-2018.html"
719898359,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","IGOSEAASN","ASSOCIATION OF SOUTHEAST ASIAN NATIONS","SEA","ASN","","","","IGO","","",0,110," Disapprove, not specified below",110,11,3,-2,2,1,2,-2.39943542695837,4,"South China Sea, Brunei (general), Brunei","BX","BX00","",15,115,"-1337919",4,"South China Sea, Brunei (general), Brunei","BX","BX00","",15,115,"-1337919",4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",20180105001500,"https://kaplanherald.com/2018/01/03/how-2017s-forgotten-flashpoint-might-flare-once-more/"
719898360,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","IGOSEAASN","ASSOCIATION OF SOUTHEAST ASIAN NATIONS","SEA","ASN","","","","IGO","","",0,110," Disapprove, not specified below",110,11,3,-2,8,1,8,-2.39943542695837,4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",20180105001500,"https://kaplanherald.com/2018/01/03/how-2017s-forgotten-flashpoint-might-flare-once-more/"
719898361,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","MEX","MEXICO","MEX","","","","","","","",0,71," Provide economic aid",71,7,2,7.4,2,1,2,-0.6568144499179,4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",20180105001500,"https://www.bloombergquint.com/global-economics/2018/01/04/trump-steps-up-efforts-to-check-china-influence-in-latin-america"
719898362,20180105,201801,2018,2018.0137,"CHN","CHINESE","CHN","","","","","","","","MEX","MEXICO","MEX","","","","","","","",0,71," Provide economic aid",71,7,2,7.4,8,1,8,-0.6568144499179,4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",1,"Mexico","MX","MX","",23,-102,"MX",4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",20180105001500,"https://www.bloombergquint.com/global-economics/2018/01/04/trump-steps-up-efforts-to-check-china-influence-in-latin-america"
719898363,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","MIL","MILITARY OFFICER","","","","","","MIL","","",0,42," Make a visit",42,4,1,1.9,1,1,1,0.6,1,"China","CH","CH","",35,105,"CH",1,"China","CH","CH","",35,105,"CH",1,"China","CH","CH","",35,105,"CH",20180105001500,"http://www.globaltimes.cn/content/1083453.shtml"
719898364,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","USA","NIAGARA FALLS","USA","","","","","","","",1,42," Make a visit",42,4,1,1.9,2,2,2,1.85758513931889,4,"Niagara Falls, Ontario, Canada","CA","CA08","30536",43.1,-79.05,"-570141",4,"Niagara Falls, Ontario, Canada","CA","CA08","30536",43.1,-79.05,"-570141",4,"Niagara Falls, Ontario, Canada","CA","CA08","30536",43.1,-79.05,"-570141",20180105001500,"http://www.ingersolltimes.com/2018/01/04/cold-temperatures-have-turned-niagara-falls-into-a-winter-wonderland-drawing-more-people-than-ever-usually-visit-in-january"
719898365,20180105,201801,2018,2018.0137,"CHNBUS","CHINA","CHN","","","","","BUS","","","FRA","FRANCE","FRA","","","","","","","",0,36," Express intent to meet or negotiate",36,3,1,4,2,1,2,0.79155672823219,4,"Paris, France (general), France","FR","FR00","16282",48.8667,2.33333,"-1456928",4,"Paris, France (general), France","FR","FR00","16282",48.8667,2.33333,"-1456928",4,"Paris, France (general), France","FR","FR00","16282",48.8667,2.33333,"-1456928",20180105001500,"https://macaudailytimes.com.mo/diplomacy-macron-heading-china-strengthen-economic-ties.html"
719898366,20180105,201801,2018,2018.0137,"CHNBUS","CHINESE","CHN","","","","","BUS","","","FRA","FRENCH","FRA","","","","","","","",0,36," Express intent to meet or negotiate",36,3,1,4,4,1,4,0.79155672823219,4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",4,"Paris, France (general), France","FR","FR00","16282",48.8667,2.33333,"-1456928",4,"Paris, France (general), France","FR","FR00","16282",48.8667,2.33333,"-1456928",20180105001500,"https://macaudailytimes.com.mo/diplomacy-macron-heading-china-strengthen-economic-ties.html"
719898367,20180105,201801,2018,2018.0137,"CHNGOV","CHINA","CHN","","","","","GOV","","","CHN","CHINESE","CHN","","","","","","","",1,40," Consult, not specified below",40,4,1,1,2,1,2,0.79155672823219,4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",20180105001500,"https://macaudailytimes.com.mo/diplomacy-macron-heading-china-strengthen-economic-ties.html"
719898368,20180105,201801,2018,2018.0137,"CHNGOV","XI JINPING","CHN","","","","","GOV","","","CHN","XIAN","CHN","","","","","","","",1,43," Host a visit",43,4,1,2.8,10,1,10,0.79155672823219,4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",1,"North Korea","KN","KN","",40,127,"KN",4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",20180105001500,"https://macaudailytimes.com.mo/diplomacy-macron-heading-china-strengthen-economic-ties.html"
719898369,20180105,201801,2018,2018.0137,"CHNGOV","CHINA","CHN","","","","","GOV","","","CHN","CHINA","CHN","","","","","","","",1,50," Engage in diplomatic cooperation, not specified below",50,5,1,3.5,2,1,2,-0.6568144499179,4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",20180105001500,"https://www.bloombergquint.com/global-economics/2018/01/04/trump-steps-up-efforts-to-check-china-influence-in-latin-america"
719898370,20180105,201801,2018,2018.0137,"CHNGOV","CHINESE","CHN","","","","","GOV","","","CHNGOV","XI JINPING","CHN","","","","","GOV","","",1,40," Consult, not specified below",40,4,1,1,12,1,6,0.79155672823219,4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",20180105001500,"https://macaudailytimes.com.mo/diplomacy-macron-heading-china-strengthen-economic-ties.html"
719898371,20180105,201801,2018,2018.0137,"CHNGOV","CHINA","CHN","","","","","GOV","","","PAK","PAKISTAN","PAK","","","","","","","",0,18," Express accord",18,1,1,3.4,2,1,2,3.30882352941176,1,"China","CH","CH","",35,105,"CH",4,"Muhammad Zaman, Balochistan, Pakistan","PK","PK02","40297",29.3335,66.5307,"10625438",4,"Muhammad Zaman, Balochistan, Pakistan","PK","PK02","40297",29.3335,66.5307,"10625438",20180105001500,"https://dailytimes.com.pk/174541/safe-city-project-help-curb-crime-shehbaz/"
719898372,20180105,201801,2018,2018.0137,"CHNGOV","CHINA","CHN","","","","","GOV","","","PAKGOV","PAKISTAN","PAK","","","","","GOV","","",0,42," Make a visit",42,4,1,1.9,2,1,2,3.30882352941176,4,"Muhammad Zaman, Balochistan, Pakistan","PK","PK02","40297",29.3335,66.5307,"10625438",4,"Muhammad Zaman, Balochistan, Pakistan","PK","PK02","40297",29.3335,66.5307,"10625438",4,"Muhammad Zaman, Balochistan, Pakistan","PK","PK02","40297",29.3335,66.5307,"10625438",20180105001500,"https://dailytimes.com.pk/174541/safe-city-project-help-curb-crime-shehbaz/"
719893206,20180105,201801,2018,2018.0137,"CHN","QINGDAO","CHN","","","","","","","","","","","","","","","","","",1,10," Make statement, not specified below",10,1,1,0,6,1,6,0.58252427184466,4,"Saldanha Bay, Western Cape, South Africa","SF","SF11","77318",-33.048,18.0126,"-1280476",0,"","","","",NA,NA,"",4,"Saldanha Bay, Western Cape, South Africa","SF","SF11","77318",-33.048,18.0126,"-1280476",2.0180105e+13,"http://www.hellenicshippingnews.com/dry-bulk-capesize-freight-rates-continue-upward-trend/"
719893207,20180105,201801,2018,2018.0137,"CHN","QINGDAO","CHN","","","","","","","","","","","","","","","","","",1,10," Make statement, not specified below",10,1,1,0,2,1,2,0.58252427184466,4,"Qingdao, Shandong, China","CH","CH25","13226",36.0986,120.372,"-1922199",0,"","","","",NA,NA,"",4,"Saldanha Bay, Western Cape, South Africa","SF","SF11","77318",-33.048,18.0126,"-1280476",2.0180105e+13,"http://www.hellenicshippingnews.com/dry-bulk-capesize-freight-rates-continue-upward-trend/"
719893208,20180105,201801,2018,2018.0137,"CHN","QINGDAO","CHN","","","","","","","","","","","","","","","","","",1,10," Make statement, not specified below",10,1,1,0,6,1,6,0.58252427184466,4,"Qingdao, Shandong, China","CH","CH25","13226",36.0986,120.372,"-1922199",0,"","","","",NA,NA,"",4,"Qingdao, Shandong, China","CH","CH25","13226",36.0986,120.372,"-1922199",2.0180105e+13,"http://www.hellenicshippingnews.com/dry-bulk-capesize-freight-rates-continue-upward-trend/"
719893209,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","","","","","","","","","","",0,10," Make statement, not specified below",10,1,1,0,2,1,2,-2.25352112676056,1,"China","CH","CH","",35,105,"CH",0,"","","","",NA,NA,"",1,"China","CH","CH","",35,105,"CH",2.0180105e+13,"https://www.newsmax.com/thewire/chinese-spacelab-tiangong-1/2018/01/04/id/835112/"
719893210,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","","","","","","","","","","",0,12," Make pessimistic comment",12,1,1,-0.4,2,1,2,-3.58785648574057,4,"Gwadar, Balochistan, Pakistan","PK","PK02","23616",25.1216,62.3254,"-2761961",0,"","","","",NA,NA,"",1,"China","CH","CH","",35,105,"CH",2.0180105e+13,"http://onlinenews.com.pk/index.php?page=newsdetail&news_id=11113"
719893211,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","","","","","","","","","","",0,12," Make pessimistic comment",12,1,1,-0.4,8,1,8,-3.58785648574057,1,"China","CH","CH","",35,105,"CH",0,"","","","",NA,NA,"",1,"China","CH","CH","",35,105,"CH",2.0180105e+13,"http://onlinenews.com.pk/index.php?page=newsdetail&news_id=11113"
719893212,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","","","","","","","","","","",1,40," Consult, not specified below",40,4,1,1,2,1,2,-1.53256704980843,4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",0,"","","","",NA,NA,"",4,"Beijing, Beijing, China","CH","CH22","13001",39.9289,116.388,"-1898541",2.0180105e+13,"http://www.hellenicshippingnews.com/asian-coal-prices-hit-late-2016-high-amid-huge-shipping-congestion/"
719893213,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","","","","","","","","","","",0,40," Consult, not specified below",40,4,1,1,2,1,2,-4.37853107344633,4,"Xinjiang, Jiangxi, China","CH","CH03","13167",27.7481,116.274,"11065838",0,"","","","",NA,NA,"",4,"Xinjiang, Jiangxi, China","CH","CH03","13167",27.7481,116.274,"11065838",2.0180105e+13,"http://www.scmp.com/magazines/post-magazine/article/2126847/freedom-swimmers-fleeing-china-fears-hong-kong-being-swamped"
719893214,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","","","","","","","","","","",1,42," Make a visit",42,4,1,1.9,10,1,10,0,4,"Guizhou, Hubei, China","CH","CH12","13129",31.0167,110.583,"-1907618",0,"","","","",NA,NA,"",4,"Guizhou, Hubei, China","CH","CH12","13129",31.0167,110.583,"-1907618",2.0180105e+13,"https://www.dealstreetasia.com/stories/china-mobike-meituan-dianping-ride-hailing-89622/"
719893215,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","","","","","","","","","","",1,51," Praise or endorse",51,5,1,3.4,10,1,10,0,4,"Guizhou, Hubei, China","CH","CH12","13129",31.0167,110.583,"-1907618",0,"","","","",NA,NA,"",4,"Guizhou, Hubei, China","CH","CH12","13129",31.0167,110.583,"-1907618",2.0180105e+13,"https://www.dealstreetasia.com/stories/china-mobike-meituan-dianping-ride-hailing-89622/"
719893216,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","","","","","","","","","","",1,51," Praise or endorse",51,5,1,3.4,10,1,10,0,4,"Cheng Wei, Guangdong, China","CH","CH30","13042",22.1313,112.146,"10315392",0,"","","","",NA,NA,"",4,"Cheng Wei, Guangdong, China","CH","CH30","13042",22.1313,112.146,"10315392",2.0180105e+13,"https://www.dealstreetasia.com/stories/china-mobike-meituan-dianping-ride-hailing-89622/"
719893217,20180105,201801,2018,2018.0137,"CHN","CHINESE","CHN","","","","","","","","","","","","","","","","","",0,70," Provide aid, not specified below",70,7,2,7,1,1,1,0.92307692307692,1,"China","CH","CH","",35,105,"CH",0,"","","","",NA,NA,"",4,"Islamabad, Islamabad, Pakistan","PK","PK08","23674",33.7,73.1667,"-2762812",2.0180105e+13,"https://www.msn.com/en-us/news/world/china-may-be-looking-to-exploit-a-us-move-to-cut-aid-to-pakistan/ar-BBHT0nE"
719893218,20180105,201801,2018,2018.0137,"CHN","CHINESE","CHN","","","","","","","","","","","","","","","","","",0,70," Provide aid, not specified below",70,7,2,7,1,1,1,0.92307692307692,1,"China","CH","CH","",35,105,"CH",0,"","","","",NA,NA,"",1,"China","CH","CH","",35,105,"CH",2.0180105e+13,"https://www.msn.com/en-us/news/world/china-may-be-looking-to-exploit-a-us-move-to-cut-aid-to-pakistan/ar-BBHT0nE"
719893219,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","AFR","AFRICA","AFR","","","","","","","",1,10," Make statement, not specified below",10,1,1,0,4,1,4,0.58252427184466,4,"Qingdao, Shandong, China","CH","CH25","13226",36.0986,120.372,"-1922199",4,"Saldanha Bay, Western Cape, South Africa","SF","SF11","77318",-33.048,18.0126,"-1280476",4,"Saldanha Bay, Western Cape, South Africa","SF","SF11","77318",-33.048,18.0126,"-1280476",2.0180105e+13,"http://www.hellenicshippingnews.com/dry-bulk-capesize-freight-rates-continue-upward-trend/"
719893220,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","BUS","BUSINESS","","","","","","BUS","","",0,10," Make statement, not specified below",10,1,1,0,2,1,2,0.92307692307692,4,"Islamabad, Islamabad, Pakistan","PK","PK08","23674",33.7,73.1667,"-2762812",4,"Islamabad, Islamabad, Pakistan","PK","PK08","23674",33.7,73.1667,"-2762812",4,"Islamabad, Islamabad, Pakistan","PK","PK08","23674",33.7,73.1667,"-2762812",2.0180105e+13,"https://www.msn.com/en-us/news/world/china-may-be-looking-to-exploit-a-us-move-to-cut-aid-to-pakistan/ar-BBHT0nE"
719893221,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","BUS","BUSINESS","","","","","","BUS","","",0,10," Make statement, not specified below",10,1,1,0,4,1,4,0.92307692307692,1,"China","CH","CH","",35,105,"CH",4,"Islamabad, Islamabad, Pakistan","PK","PK08","23674",33.7,73.1667,"-2762812",4,"Islamabad, Islamabad, Pakistan","PK","PK08","23674",33.7,73.1667,"-2762812",2.0180105e+13,"https://www.msn.com/en-us/news/world/china-may-be-looking-to-exploit-a-us-move-to-cut-aid-to-pakistan/ar-BBHT0nE"
719893222,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","BUS","BUSINESS","","","","","","BUS","","",0,10," Make statement, not specified below",10,1,1,0,4,1,4,0.92307692307692,1,"China","CH","CH","",35,105,"CH",3,"Los Angeles, California, United States","US","USCA","",34.0522,-118.244,"1662328",3,"Los Angeles, California, United States","US","USCA","",34.0522,-118.244,"1662328",2.0180105e+13,"https://www.msn.com/en-us/news/world/china-may-be-looking-to-exploit-a-us-move-to-cut-aid-to-pakistan/ar-BBHT0nE"
719893223,20180105,201801,2018,2018.0137,"CHN","CHINESE","CHN","","","","","","","","CHNCVL","CHINA","CHN","","","","","CVL","","",1,173," Arrest, detain, or charge with legal action ",173,17,4,-5,1,1,1,1.93003618817853,4,"Entebbe, Wakiso, Uganda","UG","UG96","18585",0.064444,32.4469,"-1727789",4,"Copenhagen, Køavn*, Denmark","DA","DA05","15213",55.6667,12.5833,"-2745636",4,"Entebbe, Wakiso, Uganda","UG","UG96","18585",0.064444,32.4469,"-1727789",2.0180105e+13,"http://www.monitor.co.ug/Business/Ugandans-in-diaspora-set-to-launch-restaurant-chain/688322-4251540-fdi21uz/"
719893224,20180105,201801,2018,2018.0137,"CHN","CHINA","CHN","","","","","","","","CVL","SCIENTIST","","","","","","CVL","","",0,10," Make statement, not specified below",10,1,1,0,2,1,2,-2.25352112676056,1,"China","CH","CH","",35,105,"CH",1,"China","CH","CH","",35,105,"CH",1,"China","CH","CH","",35,105,"CH",2.0180105e+13,"https://www.newsmax.com/thewire/chinese-spacelab-tiangong-1/2018/01/04/id/835112/"
