"GlobalEventID","dateEvent","MonthYear","Year","FractionDate","Actor1Code","Actor1Name","Actor1CountryCode","Actor1KnownGroupCode","Actor1EthnicCode","Actor1Religion1Code","Actor1Religion2Code","Actor1Type1Code","Actor1Type2Code","Actor1Type3Code","Actor2Code","Actor2Name","Actor2CountryCode","Actor2KnownGroupCode","Actor2EthnicCode","Actor2Religion1Code","Actor2Religion2Code","Actor2Type1Code","Actor2Type2Code","Actor2Type3Code","IsRootEvent","EventCode","EventBaseCode","EventRootCode","QuadClass","GoldsteinScale","NumMentions","NumSources","NumArticles","AvgTone","Actor1Geo_Type","Actor1Geo_Fullname","Actor1Geo_CountryCode","Actor1Geo_ADM1Code","Actor1Geo_Lat","Actor1Geo_Long","Actor1Geo_FeatureID","Actor2Geo_Type","Actor2Geo_Fullname","Actor2Geo_CountryCode","Actor2Geo_ADM1Code","Actor2Geo_Lat","Actor2Geo_Long","Actor2Geo_FeatureID","ActionGeo_Type","ActionGeo_Fullname","ActionGeo_CountryCode","ActionGeo_ADM1Code","ActionGeo_Lat","ActionGeo_Long","ActionGeo_FeatureID","dateDocument","SOURCEURL","river"
253634015,"2013-04-05",201304,2013,2013.2603,"PSE","PALESTINIAN","PSE",NA,NA,NA,NA,NA,NA,NA,"QAT","QATAR","QAT",NA,NA,NA,NA,NA,NA,NA,0,"037","037","03",1,5,1,1,1,3.69318181818182,4,"Jerusalem, Israel (general), Israel","IS","IS00",31.7667,35.2333,"-797092",1,"Qatar","QA","QA",25.5,51.25,"QA",4,"Jerusalem, Israel (general), Israel","IS","IS00",31.7667,35.2333,"-797092","2013-04-05","http://www.channelnewsasia.com/news/world/abbas-to-meet-kerry-in-jordan-on-sunday/626146.html","jordan"
253634016,"2013-04-05",201304,2013,2013.2603,"PSE","PALESTINIAN","PSE",NA,NA,NA,NA,NA,NA,NA,"QAT","QATAR","QAT",NA,NA,NA,NA,NA,NA,NA,0,"037","037","03",1,5,1,1,1,3.69318181818182,4,"Amman, (JO11), Jordan","JO","JO11",31.95,35.9333,"-970362",4,"Jerusalem, Israel (general), Israel","IS","IS00",31.7667,35.2333,"-797092",1,"Qatar","QA","QA",25.5,51.25,"QA","2013-04-05","http://www.channelnewsasia.com/news/world/abbas-to-meet-kerry-in-jordan-on-sunday/626146.html","jordan"
253634017,"2013-04-05",201304,2013,2013.2603,"PSE","PALESTINIAN","PSE",NA,NA,NA,NA,NA,NA,NA,"QAT","QATAR","QAT",NA,NA,NA,NA,NA,NA,NA,0,"042","042","04",1,1.9,1,1,1,3.69318181818182,4,"Jerusalem, Israel (general), Israel","IS","IS00",31.7667,35.2333,"-797092",1,"Qatar","QA","QA",25.5,51.25,"QA",1,"Qatar","QA","QA",25.5,51.25,"QA","2013-04-05","http://www.channelnewsasia.com/news/world/abbas-to-meet-kerry-in-jordan-on-sunday/626146.html","jordan"
253634018,"2013-04-05",201304,2013,2013.2603,"PSE","PALESTINIAN","PSE",NA,NA,NA,NA,NA,NA,NA,"QAT","QATAR","QAT",NA,NA,NA,NA,NA,NA,NA,0,"042","042","04",1,1.9,1,1,1,3.69318181818182,4,"Amman, (JO11), Jordan","JO","JO11",31.95,35.9333,"-970362",4,"Jerusalem, Israel (general), Israel","IS","IS00",31.7667,35.2333,"-797092",4,"Jerusalem, Israel (general), Israel","IS","IS00",31.7667,35.2333,"-797092","2013-04-05","http://www.channelnewsasia.com/news/world/abbas-to-meet-kerry-in-jordan-on-sunday/626146.html","jordan"
253634261,"2013-04-05",201304,2013,2013.2603,"QAT","QATAR","QAT",NA,NA,NA,NA,NA,NA,NA,"PSE","PALESTINIAN","PSE",NA,NA,NA,NA,NA,NA,NA,0,"043","043","04",1,2.8,1,1,1,3.69318181818182,4,"Jerusalem, Israel (general), Israel","IS","IS00",31.7667,35.2333,"-797092",4,"Amman, (JO11), Jordan","JO","JO11",31.95,35.9333,"-970362",4,"Jerusalem, Israel (general), Israel","IS","IS00",31.7667,35.2333,"-797092","2013-04-05","http://www.channelnewsasia.com/news/world/abbas-to-meet-kerry-in-jordan-on-sunday/626146.html","jordan"
253634262,"2013-04-05",201304,2013,2013.2603,"QAT","QATAR","QAT",NA,NA,NA,NA,NA,NA,NA,"PSE","PALESTINIAN","PSE",NA,NA,NA,NA,NA,NA,NA,0,"043","043","04",1,2.8,1,1,1,3.69318181818182,1,"Qatar","QA","QA",25.5,51.25,"QA",4,"Jerusalem, Israel (general), Israel","IS","IS00",31.7667,35.2333,"-797092",1,"Qatar","QA","QA",25.5,51.25,"QA","2013-04-05","http://www.channelnewsasia.com/news/world/abbas-to-meet-kerry-in-jordan-on-sunday/626146.html","jordan"
253634263,"2013-04-05",201304,2013,2013.2603,"QAT","QATAR","QAT",NA,NA,NA,NA,NA,NA,NA,"QATGOV","HAMAD BIN KHALIFA AL THANI","QAT",NA,NA,NA,NA,"GOV",NA,NA,0,"036","036","03",1,4,2,1,2,2.14132762312634,4,"Amman, (JO11), Jordan","JO","JO11",31.95,35.9333,"-970362",4,"Amman, (JO11), Jordan","JO","JO11",31.95,35.9333,"-970362",4,"Amman, (JO11), Jordan","JO","JO11",31.95,35.9333,"-970362","2013-04-05","http://www.voanews.com/content/turkey-jordan-obama-summit/1635920.html","jordan"
253634264,"2013-04-05",201304,2013,2013.2603,"QAT","QATAR","QAT",NA,NA,NA,NA,NA,NA,NA,"QATGOV","HAMAD BIN KHALIFA AL THANI","QAT",NA,NA,NA,NA,"GOV",NA,NA,0,"036","036","03",1,4,8,1,8,2.14132762312634,1,"Qatar","QA","QA",25.5,51.25,"QA",1,"Qatar","QA","QA",25.5,51.25,"QA",4,"Amman, (JO11), Jordan","JO","JO11",31.95,35.9333,"-970362","2013-04-05","http://www.voanews.com/content/turkey-jordan-obama-summit/1635920.html","jordan"
253634281,"2013-04-05",201304,2013,2013.2603,"QATGOV","HAMAD BIN KHALIFA AL THANI","QAT",NA,NA,NA,NA,"GOV",NA,NA,"QAT","QATAR","QAT",NA,NA,NA,NA,NA,NA,NA,0,"036","036","03",1,4,2,1,2,2.14132762312634,4,"Amman, (JO11), Jordan","JO","JO11",31.95,35.9333,"-970362",4,"Amman, (JO11), Jordan","JO","JO11",31.95,35.9333,"-970362",4,"Amman, (JO11), Jordan","JO","JO11",31.95,35.9333,"-970362","2013-04-05","http://www.voanews.com/content/turkey-jordan-obama-summit/1635920.html","jordan"
253634282,"2013-04-05",201304,2013,2013.2603,"QATGOV","HAMAD BIN KHALIFA AL THANI","QAT",NA,NA,NA,NA,"GOV",NA,NA,"QAT","QATAR","QAT",NA,NA,NA,NA,NA,NA,NA,0,"036","036","03",1,4,8,1,8,2.14132762312634,1,"Qatar","QA","QA",25.5,51.25,"QA",1,"Qatar","QA","QA",25.5,51.25,"QA",4,"Amman, (JO11), Jordan","JO","JO11",31.95,35.9333,"-970362","2013-04-05","http://www.voanews.com/content/turkey-jordan-obama-summit/1635920.html","jordan"
253635710,"2013-04-05",201304,2013,2013.2603,"SAUGOV","ABDULLAH","SAU",NA,NA,NA,NA,"GOV",NA,NA,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,1,"036","036","03",1,4,1,1,1,2.14132762312634,3,"White House, District of Columbia, United States","US","USDC",38.8951,-77.0364,"531871",1,"Iran","IR","IR",32,53,"IR",1,"United Arab Emirates","AE","AE",24,54,"AE","2013-04-05","http://www.voanews.com/content/turkey-jordan-obama-summit/1635920.html","jordan"
253635711,"2013-04-05",201304,2013,2013.2603,"SAUGOV","ABDULLAH","SAU",NA,NA,NA,NA,"GOV",NA,NA,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,1,"036","036","03",1,4,1,1,1,2.14132762312634,3,"White House, District of Columbia, United States","US","USDC",38.8951,-77.0364,"531871",1,"Iran","IR","IR",32,53,"IR",1,"Iran","IR","IR",32,53,"IR","2013-04-05","http://www.voanews.com/content/turkey-jordan-obama-summit/1635920.html","jordan"
253635712,"2013-04-05",201304,2013,2013.2603,"SAUGOV","ABDULLAH","SAU",NA,NA,NA,NA,"GOV",NA,NA,"USAGOV","THE WHITE HOUSE","USA",NA,NA,NA,NA,"GOV",NA,NA,1,"036","036","03",1,4,1,1,1,2.14132762312634,3,"White House, District of Columbia, United States","US","USDC",38.8951,-77.0364,"531871",1,"Iran","IR","IR",32,53,"IR",1,"Iran","IR","IR",32,53,"IR","2013-04-05","http://www.voanews.com/content/turkey-jordan-obama-summit/1635920.html","jordan"
253640657,"2013-04-05",201304,2013,2013.2603,"USA","NEW YORK","USA",NA,NA,NA,NA,NA,NA,NA,"MDV","MALE","MDV",NA,NA,NA,NA,NA,NA,NA,1,"036","036","03",1,4,3,1,3,1.59521435692921,1,"China","CH","CH",35,105,"CH",1,"China","CH","CH",35,105,"CH",1,"China","CH","CH",35,105,"CH","2013-04-05","http://www.wwno.org/post/sing-fly-mate-die-here-come-cicadas","fly"
253640658,"2013-04-05",201304,2013,2013.2603,"USA","NEW YORK","USA",NA,NA,NA,NA,NA,NA,NA,"MDV","MALE","MDV",NA,NA,NA,NA,NA,NA,NA,1,"042","042","04",1,1.9,3,1,3,1.59521435692921,2,"New York, United States","US","USNY",42.1497,-74.9384,"NY",3,"Plymouth Rock, New York, United States","US","USNY",44.2562,-74.2807,"960788",3,"Plymouth Rock, New York, United States","US","USNY",44.2562,-74.2807,"960788","2013-04-05","http://www.wwno.org/post/sing-fly-mate-die-here-come-cicadas","fly"
