"GlobalEventID","dateEvent","MonthYear","Year","FractionDate","Actor1Code","Actor1Name","Actor1CountryCode","Actor1KnownGroupCode","Actor1EthnicCode","Actor1Religion1Code","Actor1Religion2Code","Actor1Type1Code","Actor1Type2Code","Actor1Type3Code","Actor2Code","Actor2Name","Actor2CountryCode","Actor2KnownGroupCode","Actor2EthnicCode","Actor2Religion1Code","Actor2Religion2Code","Actor2Type1Code","Actor2Type2Code","Actor2Type3Code","IsRootEvent","EventCode","EventBaseCode","EventRootCode","QuadClass","GoldsteinScale","NumMentions","NumSources","NumArticles","AvgTone","Actor1Geo_Type","Actor1Geo_Fullname","Actor1Geo_CountryCode","Actor1Geo_ADM1Code","Actor1Geo_Lat","Actor1Geo_Long","Actor1Geo_FeatureID","Actor2Geo_Type","Actor2Geo_Fullname","Actor2Geo_CountryCode","Actor2Geo_ADM1Code","Actor2Geo_Lat","Actor2Geo_Long","Actor2Geo_FeatureID","ActionGeo_Type","ActionGeo_Fullname","ActionGeo_CountryCode","ActionGeo_ADM1Code","ActionGeo_Lat","ActionGeo_Long","ActionGeo_FeatureID","dateDocument","SOURCEURL","river"
253516310,"2013-04-02",201304,2013,2013.2521,"RUS","RUSSIAN","RUS",NA,NA,NA,NA,NA,NA,NA,"TJK","TAJIK","TJK",NA,NA,NA,NA,NA,NA,NA,0,841,84,8,2,7,2,1,2,0,4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Rostov-On-Don, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
253516311,"2013-04-02",201304,2013,2013.2521,"RUS","RUSSIAN","RUS",NA,NA,NA,NA,NA,NA,NA,"TJK","TAJIK","TJK",NA,NA,NA,NA,NA,NA,NA,0,841,84,8,2,7,2,1,2,0,4,"Rostov-On-Don, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Rostov-On-Don, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
253516312,"2013-04-02",201304,2013,2013.2521,"RUS","RUSSIAN","RUS",NA,NA,NA,NA,NA,NA,NA,"TJK","TAJIKISTAN","TJK",NA,NA,NA,NA,NA,NA,NA,0,1821,182,18,4,-9,1,1,1,0,4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
253516313,"2013-04-02",201304,2013,2013.2521,"RUS","RUSSIAN","RUS",NA,NA,NA,NA,NA,NA,NA,"TJK","TAJIKISTAN","TJK",NA,NA,NA,NA,NA,NA,NA,0,1821,182,18,4,-9,1,1,1,0,5,"Rostov Oblast, Rostovskaya Oblast', Russia","RS","RS61",47,42,"-2993228",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
253516314,"2013-04-02",201304,2013,2013.2521,"RUS","ROSTOV ON DON","RUS",NA,NA,NA,NA,NA,NA,NA,"TJKCVL","TAJIKISTAN","TJK",NA,NA,NA,NA,"CVL",NA,NA,1,173,173,17,4,-5,1,1,1,0,4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
253516315,"2013-04-02",201304,2013,2013.2521,"RUS","RUSSIAN","RUS",NA,NA,NA,NA,NA,NA,NA,"TJKCVL","TAJIK","TJK",NA,NA,NA,NA,"CVL",NA,NA,1,173,173,17,4,-5,12,1,10,0,4,"Rostov-On-Don, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
253516316,"2013-04-02",201304,2013,2013.2521,"RUS","ROSTOV ON DON","RUS",NA,NA,NA,NA,NA,NA,NA,"TJKCVL","TAJIK","TJK",NA,NA,NA,NA,"CVL",NA,NA,0,173,173,17,4,-5,6,1,6,0,4,"Rostov-On-Don, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Rostov-On-Don, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
253516317,"2013-04-02",201304,2013,2013.2521,"RUS","ROSTOV ON DON","RUS",NA,NA,NA,NA,NA,NA,NA,"TJKCVL","TAJIK","TJK",NA,NA,NA,NA,"CVL",NA,NA,1,173,173,17,4,-5,9,1,9,0,4,"Rostov-On-Don, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218",4,"Rostov-On-Don, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218",4,"Rostov-On-Don, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
253516318,"2013-04-02",201304,2013,2013.2521,"RUS","RUSSIAN","RUS",NA,NA,NA,NA,NA,NA,NA,"TJKCVL","TAJIKISTAN","TJK",NA,NA,NA,NA,"CVL",NA,NA,0,1821,182,18,4,-9,1,1,1,0,4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",5,"Rostov Oblast, Rostovskaya Oblast', Russia","RS","RS61",47,42,"-2993228",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
253516319,"2013-04-02",201304,2013,2013.2521,"RUS","RUSSIAN","RUS",NA,NA,NA,NA,NA,NA,NA,"TJKCVL","TAJIKISTAN","TJK",NA,NA,NA,NA,"CVL",NA,NA,0,1821,182,18,4,-9,1,1,1,0,5,"Rostov Oblast, Rostovskaya Oblast', Russia","RS","RS61",47,42,"-2993228",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
253516386,"2013-04-02",201304,2013,2013.2521,"RUSCOP","RUSSIA","RUS",NA,NA,NA,NA,"COP",NA,NA,"RUS","ROSTOV","RUS",NA,NA,NA,NA,NA,NA,NA,1,20,20,2,1,3,2,1,2,0,4,"Rostov, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218",4,"Rostov, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218",4,"Rostov, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
253516387,"2013-04-02",201304,2013,2013.2521,"RUSCOP","RUSSIA","RUS",NA,NA,NA,NA,"COP",NA,NA,"TJK","TAJIKISTAN","TJK",NA,NA,NA,NA,NA,NA,NA,1,10,10,1,1,0,1,1,1,0,4,"Rostov, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Rostov, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
253516388,"2013-04-02",201304,2013,2013.2521,"RUSCOP","RUSSIA","RUS",NA,NA,NA,NA,"COP",NA,NA,"TJK","TAJIKISTAN","TJK",NA,NA,NA,NA,NA,NA,NA,1,10,10,1,1,0,1,1,1,0,4,"Rostov, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218",4,"Rostov, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
253516505,"2013-04-02",201304,2013,2013.2521,"RUSMED","RUSSIAN","RUS",NA,NA,NA,NA,"MED",NA,NA,"TJKCVL","TAJIK","TJK",NA,NA,NA,NA,"CVL",NA,NA,0,10,10,1,1,0,6,1,6,0,5,"Rostov Oblast, Rostovskaya Oblast', Russia","RS","RS61",47,42,"-2993228",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
253516506,"2013-04-02",201304,2013,2013.2521,"RUSMED","RUSSIAN","RUS",NA,NA,NA,NA,"MED",NA,NA,"TJKCVL","TAJIK","TJK",NA,NA,NA,NA,"CVL",NA,NA,0,841,84,8,2,7,6,1,6,0,4,"Rostov-On-Don, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Rostov-On-Don, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
253516507,"2013-04-02",201304,2013,2013.2521,"RUSMED","RUSSIAN","RUS",NA,NA,NA,NA,"MED",NA,NA,"TJKCVL","TAJIK","TJK",NA,NA,NA,NA,"CVL",NA,NA,0,1821,182,18,4,-9,6,1,6,0,5,"Rostov Oblast, Rostovskaya Oblast', Russia","RS","RS61",47,42,"-2993228",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
253516558,"2013-04-02",201304,2013,2013.2521,"SAU","SAUDI ARABIA","SAU",NA,NA,NA,NA,NA,NA,NA,"DJI","DJIBOUTI","DJI",NA,NA,NA,NA,NA,NA,NA,1,31,31,3,1,5.2,2,1,2,1.98019801980198,4,"Riyadh, Ar Riya?, Saudi Arabia","SA","SA10",24.6408,46.7728,"-3093009",4,"Riyadh, Ar Riya?, Saudi Arabia","SA","SA10",24.6408,46.7728,"-3093009",4,"Riyadh, Ar Riya?, Saudi Arabia","SA","SA10",24.6408,46.7728,"-3093009","2013-04-02","http://www.bloomberg.com/news/2013-04-02/saudi-water-signs-contract-to-treat-industrial-wastewater.html","water"
253516559,"2013-04-02",201304,2013,2013.2521,"SAU","SAUDI ARABIA","SAU",NA,NA,NA,NA,NA,NA,NA,"DJIGOV","DJIBOUTI","DJI",NA,NA,NA,NA,"GOV",NA,NA,1,31,31,3,1,5.2,4,1,4,1.98019801980198,4,"Riyadh, Ar Riya?, Saudi Arabia","SA","SA10",24.6408,46.7728,"-3093009",4,"Riyadh, Ar Riya?, Saudi Arabia","SA","SA10",24.6408,46.7728,"-3093009",4,"Riyadh, Ar Riya?, Saudi Arabia","SA","SA10",24.6408,46.7728,"-3093009","2013-04-02","http://www.bloomberg.com/news/2013-04-02/saudi-water-signs-contract-to-treat-industrial-wastewater.html","water"
253517569,"2013-04-02",201304,2013,2013.2521,"TJK","TAJIKISTAN","TJK",NA,NA,NA,NA,NA,NA,NA,"RUS","ROSTOV","RUS",NA,NA,NA,NA,NA,NA,NA,1,20,20,2,1,3,1,1,1,0,4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Rostov, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218",4,"Rostov, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
253517570,"2013-04-02",201304,2013,2013.2521,"TJK","TAJIKISTAN","TJK",NA,NA,NA,NA,NA,NA,NA,"RUS","ROSTOV","RUS",NA,NA,NA,NA,NA,NA,NA,1,20,20,2,1,3,1,1,1,0,4,"Rostov, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218",4,"Rostov, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218",4,"Rostov, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
253517571,"2013-04-02",201304,2013,2013.2521,"TJK","TAJIK","TJK",NA,NA,NA,NA,NA,NA,NA,"RUS","RUSSIA","RUS",NA,NA,NA,NA,NA,NA,NA,1,84,84,8,2,7,2,1,2,0,4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
253517572,"2013-04-02",201304,2013,2013.2521,"TJK","TAJIK","TJK",NA,NA,NA,NA,NA,NA,NA,"RUS","RUSSIA","RUS",NA,NA,NA,NA,NA,NA,NA,1,84,84,8,2,7,1,1,1,0,4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Rostov-On-Don, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
253517573,"2013-04-02",201304,2013,2013.2521,"TJK","TAJIK","TJK",NA,NA,NA,NA,NA,NA,NA,"RUS","RUSSIA","RUS",NA,NA,NA,NA,NA,NA,NA,1,84,84,8,2,7,1,1,1,0,4,"Rostov-On-Don, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218",4,"Rostov-On-Don, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
253517574,"2013-04-02",201304,2013,2013.2521,"TJK","DUSHANBE","TJK",NA,NA,NA,NA,NA,NA,NA,"RUS","RUSSIAN","RUS",NA,NA,NA,NA,NA,NA,NA,1,1821,182,18,4,-9,10,1,10,0,4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Rostov-On-Don, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218",4,"Rostov-On-Don, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
253517576,"2013-04-02",201304,2013,2013.2521,"TJK","DUSHANBE","TJK",NA,NA,NA,NA,NA,NA,NA,"TJKCVL","TAJIKISTAN","TJK",NA,NA,NA,NA,"CVL",NA,NA,1,841,84,8,2,7,4,1,4,0,4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
253517577,"2013-04-02",201304,2013,2013.2521,"TJK","DUSHANBE","TJK",NA,NA,NA,NA,NA,NA,NA,"TJKCVL","TAJIK","TJK",NA,NA,NA,NA,"CVL",NA,NA,1,841,84,8,2,7,6,1,6,0,4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Rostov-On-Don, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
253517578,"2013-04-02",201304,2013,2013.2521,"TJK","TAJIK","TJK",NA,NA,NA,NA,NA,NA,NA,"TJKCVL","TAJIK","TJK",NA,NA,NA,NA,"CVL",NA,NA,0,841,84,8,2,7,4,1,4,0,4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",5,"Rostov Oblast, Rostovskaya Oblast', Russia","RS","RS61",47,42,"-2993228","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
253517579,"2013-04-02",201304,2013,2013.2521,"TJK","TAJIKISTAN","TJK",NA,NA,NA,NA,NA,NA,NA,"TJKCVL","TAJIKISTAN","TJK",NA,NA,NA,NA,"CVL",NA,NA,0,112,112,11,3,-2,2,1,2,0,4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
253517580,"2013-04-02",201304,2013,2013.2521,"TJK","TAJIKISTAN","TJK",NA,NA,NA,NA,NA,NA,NA,"TJKCVL","TAJIKISTAN","TJK",NA,NA,NA,NA,"CVL",NA,NA,0,112,112,11,3,-2,2,1,2,0,4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",5,"Rostov Oblast, Rostovskaya Oblast', Russia","RS","RS61",47,42,"-2993228",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
253517597,"2013-04-02",201304,2013,2013.2521,"TJKCVL","TAJIK","TJK",NA,NA,NA,NA,"CVL",NA,NA,"TJK","TAJIKISTAN","TJK",NA,NA,NA,NA,NA,NA,NA,1,84,84,8,2,7,4,1,4,0,4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
253517598,"2013-04-02",201304,2013,2013.2521,"TJKCVL","TAJIKISTAN","TJK",NA,NA,NA,NA,"CVL",NA,NA,"TJK","TAJIKISTAN","TJK",NA,NA,NA,NA,NA,NA,NA,1,84,84,8,2,7,2,1,2,0,4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Dushanbe, Tajikistan (general), Tajikistan","TI","TI00",38.56,68.7739,"-2555530",4,"Rostov-On-Don, Rostovskaya Oblast', Russia","RS","RS61",47.2364,39.7139,"-2993218","2013-04-02","http://news.tj/en/news/fifteen-tajik-nationals-detained-rostov-don-march-30-released","don"
